batch_id,batch_date,shift,product_type,product_category,supplier_id,quantity_produced_kg,storage_temperature_celsius,humidity_percent,co2_concentration_ppm,light_exposure_lux,storage_duration_hours,cold_chain_maintained,storage_zone,processing_duration_hours,processing_delay_hours,processing_stages_completed,equipment_used,demand_forecast_kg,inventory_level_kg,delivery_time_days,transport_cost_per_ton_inr,supplier_reliability_score,supply_chain_disruption,extreme_weather_event,order_fulfillment_status,quality_score_percent,composite_risk_score,actual_wastage_kg,wastage_percent,wastage_cost_inr,spoilage_class,wastage_risk_category,recommended_corrective_action
BATCH-01443,2023-10-29,Afternoon,Leafy Greens,Vegetables,SUP-003,747.8,9.73,49.35,665.8,105.7,14.0,No,Zone-D,9.0,2.38,5,Packer-Z,3819.37,1211.79,6.23,5991.21,99.68,0,0,Partial,87.7,1,87.34,11.68,1310.1,Good,Medium,Restore Cold Chain Immediately
BATCH-01444,2021-04-09,Night,Pineapple,Fruits,SUP-012,1809.07,11.61,60.08,1238.2,302.7,12.5,Yes,Zone-B,3.25,2.32,4,Washer-1,,1991.36,4.21,2869.05,,0,0,Delayed,92.75,1,105.83,5.85,4762.35,Good,Low,Monitor & Maintain
BATCH-01445,2020-11-16,Afternoon,Onion,Root Vegetables,SUP-016,1887.67,19.2,67.81,1424.1,250.9,84.0,Yes,Zone-D,1.82,0.67,3,Conveyor-B,3151.64,618.7,0.63,1739.77,74.27,1,0,Cancelled,59.04,2,390.94,20.71,8600.68,Bad,High,Reduce Storage Temperature
BATCH-01446,2022-09-16,Morning,Banana,Fruits,SUP-017,1374.64,7.39,77.97,1158.7,149.3,89.5,Yes,Zone-A,9.96,4.35,1,Washer-1,2459.56,2570.83,0.71,4971.8,52.5,0,0,Fulfilled,86.95,0,176.64,12.85,3532.8,Good,Medium,Prioritize Dispatch
BATCH-01447,2023-01-12,Morning,Strawberry,Berries,SUP-001,1362.41,7.2,,705.4,441.9,46.6,No,Zone-D,3.8,0.09,5,Conveyor-B,1717.56,2243.93,3.1,6384.95,59.58,0,0,Delayed,65.26,1,179.84,13.2,14387.2,Good,Medium,Restore Cold Chain Immediately
BATCH-01448,2020-11-24,Morning,Pineapple,Fruits,SUP-010,960.23,16.39,54.81,1434.0,450.7,61.3,Yes,Zone-A,1.8,0.64,4,Conveyor-B,3123.99,1775.42,5.37,4178.31,64.94,0,0,Partial,67.36,3,148.36,15.45,6676.2,Bad,Medium,Reduce Storage Temperature
BATCH-01449,2020-04-21,Morning,Pineapple,Fruits,SUP-010,1687.53,7.0,73.42,1012.5,145.8,67.4,No,Zone-C,3.46,,4,Packer-Z,3281.11,472.17,3.87,4967.34,74.36,0,0,Cancelled,55.67,0,282.83,16.76,12727.35,Bad,Medium,Restore Cold Chain Immediately
BATCH-01450,2023-03-29,Morning,Tomato,Vegetables,SUP-002,1927.06,16.97,62.21,,77.9,38.8,No,Zone-A,5.38,,5,Conveyor-B,2268.26,2092.62,0.73,4112.87,74.86,1,0,Fulfilled,94.32,3,371.73,19.29,9293.25,Bad,High,Restore Cold Chain Immediately
BATCH-01451,2023-11-26,Morning,Banana,Fruits,SUP-009,1572.66,3.72,66.69,1125.7,74.5,36.8,Yes,Zone-B,1.34,2.51,2,Sorter-X,4714.68,152.49,2.62,4646.56,51.24,0,0,Fulfilled,87.52,3,73.76,4.69,1475.2,Good,Low,Monitor & Maintain
BATCH-01452,2022-07-30,Afternoon,Leafy Greens,Vegetables,SUP-013,1281.68,,82.63,1240.7,242.2,65.5,Yes,Zone-B,3.85,1.53,2,Washer-1,3379.8,2432.75,1.42,6798.05,97.17,0,0,Fulfilled,61.13,0,96.64,7.54,1449.6,Good,Low,Quality Re-inspection Required
BATCH-01453,2021-02-09,Morning,Orange,Fruits,SUP-016,1252.91,18.22,67.46,1112.6,66.5,37.4,Yes,Zone-B,6.85,0.01,5,Conveyor-B,4268.67,981.01,9.51,4437.99,77.14,0,0,Fulfilled,69.43,2,136.94,10.93,4792.9,Good,Medium,Reduce Storage Temperature
BATCH-01454,2023-12-26,Morning,Onion,Root Vegetables,SUP-018,1713.99,11.73,74.36,1504.3,236.7,56.6,No,Zone-A,9.2,4.14,5,Packer-Z,3291.76,439.91,3.47,1703.43,50.99,1,1,Fulfilled,76.12,1,361.31,21.08,7948.82,Bad,High,Restore Cold Chain Immediately
BATCH-01455,2023-07-28,Morning,Orange,Fruits,SUP-019,1128.29,14.94,74.55,1153.6,231.0,50.4,No,Zone-A,4.28,6.23,5,Packer-Z,1924.42,577.02,0.64,6307.12,85.07,0,0,Fulfilled,76.73,2,200.27,17.75,7009.45,Bad,Medium,Restore Cold Chain Immediately
BATCH-01456,2022-01-19,Morning,Leafy Greens,Vegetables,SUP-012,1627.33,6.06,81.16,1454.3,442.1,51.3,Yes,Zone-B,5.86,0.45,4,Packer-Z,3814.79,2893.09,6.78,5248.94,53.57,1,0,Fulfilled,81.21,0,168.92,10.38,2533.8,Good,Medium,Activate Backup Supplier
BATCH-01457,2023-04-19,Afternoon,Leafy Greens,Vegetables,SUP-008,1066.88,4.99,73.72,1104.4,148.1,80.0,Yes,Zone-D,6.54,3.69,6,Conveyor-A,1536.15,2344.11,2.71,5903.59,,0,0,Fulfilled,75.78,3,139.01,13.03,2085.15,Good,Medium,Prioritize Dispatch
BATCH-01458,2023-04-06,Night,Banana,Fruits,SUP-017,218.64,17.03,47.92,795.6,280.3,68.2,Yes,Zone-A,1.17,7.25,6,Washer-1,3184.74,789.83,5.88,6895.32,85.07,0,0,Fulfilled,83.54,3,30.85,14.11,617.0,Good,Medium,Reduce Storage Temperature
BATCH-01459,2023-09-26,Night,Leafy Greens,Vegetables,SUP-015,829.5,8.46,60.4,1038.8,371.7,92.3,Yes,Zone-D,3.75,0.79,3,Packer-Z,2310.65,2894.05,1.93,3322.9,99.25,0,0,Fulfilled,93.89,3,74.74,9.01,1121.1,Good,Low,Prioritize Dispatch
BATCH-01460,2023-05-12,Night,Tomato,Vegetables,SUP-010,944.44,10.19,89.52,,298.0,76.4,No,Zone-C,7.0,0.41,4,Sorter-X,1174.48,506.34,9.85,4582.84,67.1,0,0,Fulfilled,,2,174.06,18.43,4351.5,Bad,High,Restore Cold Chain Immediately
BATCH-01461,2022-07-28,Night,Strawberry,Berries,SUP-015,369.07,2.5,,676.2,477.0,15.7,Yes,Zone-C,7.49,7.59,4,Packer-Z,2359.58,2227.23,9.72,5160.43,57.22,0,0,Fulfilled,,2,11.92,3.23,953.6,Good,Low,Expedite Processing
BATCH-01462,2022-06-08,Morning,Leafy Greens,Vegetables,SUP-015,294.74,8.95,71.4,1319.5,301.1,71.4,No,Zone-C,3.88,0.12,2,Conveyor-A,1896.26,2004.54,6.73,3666.72,54.59,0,0,Fulfilled,64.66,3,42.94,14.57,644.1,Good,Medium,Restore Cold Chain Immediately
BATCH-01463,2021-11-13,Night,Orange,Fruits,SUP-007,1117.38,15.87,82.93,1193.8,450.9,64.6,Yes,Zone-C,0.56,0.65,5,Washer-1,1005.0,2482.28,7.22,6575.65,53.59,0,1,Fulfilled,60.34,1,145.37,13.01,5087.95,Good,Medium,Reduce Storage Temperature
BATCH-01464,2022-07-03,Night,Leafy Greens,Vegetables,SUP-013,261.77,16.78,71.4,599.8,122.5,62.7,Yes,Zone-B,0.57,2.71,4,Conveyor-B,4207.23,1206.93,4.55,5712.86,90.52,1,0,Fulfilled,65.53,0,46.2,17.65,693.0,Bad,Medium,Reduce Storage Temperature
BATCH-01465,2023-03-07,Afternoon,Tomato,Vegetables,SUP-017,675.6,14.58,61.75,925.6,280.4,47.2,Yes,Zone-A,5.61,1.92,4,Washer-1,2743.62,1265.32,9.64,5921.1,85.93,1,0,Fulfilled,64.09,2,97.83,14.48,2445.75,Good,Medium,Reduce Storage Temperature
BATCH-01466,2023-11-15,Afternoon,Potato,Root Vegetables,SUP-009,1514.73,14.46,48.61,570.4,271.7,7.9,Yes,Zone-C,5.74,2.31,5,Conveyor-B,2058.6,1911.24,4.53,6354.52,98.8,0,1,Delayed,98.34,3,106.79,7.05,1922.22,Good,Low,Reduce Storage Temperature
BATCH-01467,2021-11-13,Afternoon,Potato,Root Vegetables,SUP-008,1932.42,11.11,61.27,1427.0,494.7,91.4,Yes,Zone-B,5.78,2.46,6,Conveyor-B,2772.34,1254.8,2.77,3159.47,65.46,0,0,Partial,,3,235.18,12.17,4233.24,Good,Medium,Prioritize Dispatch
BATCH-01468,2022-04-17,Morning,Pineapple,Fruits,SUP-020,1463.95,11.69,53.19,531.0,102.3,82.1,Yes,Zone-C,7.36,2.32,3,Packer-Z,,219.92,1.6,5992.18,90.16,0,0,Cancelled,83.66,0,190.9,13.04,8590.5,Good,Medium,Prioritize Dispatch
BATCH-01469,2021-10-11,Morning,Onion,Root Vegetables,SUP-018,1985.99,15.37,88.24,1185.1,70.5,47.8,Yes,Zone-A,9.25,0.84,2,Sorter-X,582.33,2216.15,2.48,6155.82,54.65,0,0,Fulfilled,85.63,2,195.02,9.82,4290.44,Good,Low,Reduce Storage Temperature
BATCH-01470,2022-09-02,Morning,Mango,Fruits,SUP-013,1426.84,,77.18,1128.4,305.8,16.9,Yes,Zone-C,9.91,0.75,1,Sorter-X,2960.38,1958.74,5.94,6554.3,95.19,0,1,Fulfilled,74.59,1,124.85,8.75,7491.0,Good,Low,Monitor & Maintain
BATCH-01471,2022-07-08,Afternoon,Strawberry,Berries,SUP-016,658.21,6.17,78.72,967.3,111.8,79.5,Yes,Zone-C,7.16,1.12,6,Packer-Z,2656.18,1328.77,2.83,4498.4,52.59,0,1,Cancelled,64.84,2,85.24,12.95,6819.2,Good,Medium,Prioritize Dispatch
BATCH-01472,2020-01-27,Night,Lemon,Citrus,SUP-009,1376.9,,64.62,,319.6,42.5,No,Zone-D,5.38,3.3,4,Conveyor-A,4518.82,978.21,6.72,4589.34,89.39,0,0,Fulfilled,74.28,1,275.1,19.98,8253.0,Bad,High,Restore Cold Chain Immediately
BATCH-01473,2022-03-01,Afternoon,Pineapple,Fruits,SUP-012,1434.1,2.5,49.95,884.7,486.2,38.7,Yes,Zone-D,1.84,,3,Conveyor-B,3001.87,1030.1,4.13,2230.42,65.37,0,0,Fulfilled,75.85,2,98.81,6.89,4446.45,Good,Low,Expedite Processing
BATCH-01474,2020-05-09,Morning,Onion,Root Vegetables,SUP-012,806.28,4.51,57.0,1367.7,473.3,64.5,Yes,Zone-D,4.15,1.21,1,Sorter-X,1117.95,2248.98,8.93,6610.82,59.06,0,0,Delayed,96.98,2,54.83,6.8,1206.26,Good,Low,Monitor & Maintain
BATCH-01475,2020-02-08,Afternoon,Potato,Root Vegetables,SUP-006,133.66,12.27,56.69,1313.9,115.6,73.3,Yes,Zone-D,5.94,0.18,6,Washer-1,2249.07,2214.57,5.81,4759.57,85.23,0,0,Fulfilled,80.02,1,15.13,11.32,272.34,Good,Medium,Prioritize Dispatch
BATCH-01476,2023-03-01,Night,Orange,Fruits,SUP-019,1436.08,15.28,66.91,1286.6,85.4,7.9,Yes,Zone-C,10.0,5.57,6,Conveyor-A,3294.81,2474.86,6.41,5113.67,94.79,1,0,Partial,97.67,2,172.33,12.0,6031.55,Good,Medium,Reduce Storage Temperature
BATCH-01477,2021-01-12,Morning,Lemon,Citrus,SUP-007,141.23,11.68,65.74,1299.8,280.4,74.2,Yes,Zone-C,1.71,0.17,5,Packer-Z,706.7,2310.32,5.79,2365.57,88.21,1,0,Fulfilled,80.38,3,15.14,10.72,454.2,Good,Medium,Prioritize Dispatch
BATCH-01478,2021-05-12,Night,Onion,Root Vegetables,SUP-003,1299.26,8.39,64.5,572.7,293.4,71.0,No,Zone-D,8.03,0.35,1,Conveyor-A,4480.92,2298.04,8.91,5156.59,65.65,0,0,Fulfilled,61.38,3,211.26,16.26,4647.72,Bad,Medium,Restore Cold Chain Immediately
BATCH-01479,2020-04-03,Night,Onion,Root Vegetables,SUP-016,410.87,19.6,67.32,518.9,331.1,57.4,Yes,Zone-A,9.99,,5,Sorter-X,805.02,830.14,1.1,1903.95,,0,0,Fulfilled,71.91,2,53.74,13.08,1182.28,Good,Medium,Reduce Storage Temperature
BATCH-01480,2020-09-19,Morning,Pineapple,Fruits,SUP-018,1174.65,14.67,89.42,,370.7,33.8,Yes,Zone-B,8.15,1.6,6,Packer-Z,637.66,394.68,1.14,7023.84,,0,0,Fulfilled,89.86,1,88.57,7.54,3985.65,Good,Low,Reduce Storage Temperature
BATCH-01481,2023-01-22,Night,Lemon,Citrus,SUP-016,1057.43,16.97,,1404.6,300.5,17.5,No,Zone-C,7.79,0.87,6,Sorter-X,,2309.08,7.17,6677.15,91.2,0,0,Delayed,73.55,2,188.65,17.84,5659.5,Bad,Medium,Restore Cold Chain Immediately
BATCH-01482,2021-12-21,Afternoon,Banana,Fruits,SUP-007,125.68,2.72,72.69,1217.6,55.9,11.6,Yes,Zone-D,2.96,5.34,6,Conveyor-B,3576.85,385.99,7.8,2788.98,55.35,0,0,Partial,59.39,3,8.08,6.43,161.6,Good,Low,Expedite Processing
BATCH-01483,2023-07-09,Night,Mango,Fruits,SUP-004,789.45,6.25,55.78,1127.1,395.1,2.1,No,Zone-B,0.53,6.46,3,Conveyor-A,2551.64,2948.12,4.62,5109.98,95.16,0,0,Fulfilled,59.23,3,130.89,16.58,7853.4,Bad,Medium,Restore Cold Chain Immediately
BATCH-01484,2021-08-02,Night,Banana,Fruits,SUP-008,1242.07,8.74,66.0,840.2,39.8,21.4,No,Zone-D,2.65,0.8,6,Conveyor-B,962.68,2637.76,3.85,5161.68,80.06,1,0,Partial,65.43,3,219.72,17.69,4394.4,Bad,Medium,Restore Cold Chain Immediately
BATCH-01485,2021-01-27,Night,Lemon,Citrus,SUP-013,1712.35,5.29,54.0,668.9,10.0,40.7,Yes,Zone-D,8.0,4.06,1,Washer-1,4352.94,1647.04,3.14,6327.94,79.44,0,0,Partial,79.85,0,107.36,6.27,3220.8,Good,Low,Monitor & Maintain
BATCH-01486,2021-05-22,Afternoon,Banana,Fruits,SUP-013,1788.42,3.31,70.12,1201.2,384.8,24.9,Yes,Zone-A,1.52,2.27,2,Conveyor-B,1412.24,1121.33,2.73,6057.71,91.89,0,0,Partial,91.53,3,54.73,3.06,1094.6,Good,Low,Monitor & Maintain
BATCH-01487,2022-11-06,Night,Tomato,Vegetables,SUP-017,1019.31,6.05,56.93,1495.6,274.2,31.0,Yes,Zone-A,3.31,0.64,3,Conveyor-A,1968.46,1627.84,9.16,7430.74,83.38,0,0,Fulfilled,78.48,2,68.8,6.75,1720.0,Good,Low,Monitor & Maintain
BATCH-01488,2022-03-21,Night,Potato,Root Vegetables,SUP-017,1484.0,11.61,46.66,924.4,349.3,38.7,Yes,Zone-C,5.84,5.68,1,Washer-1,1299.75,2229.48,3.3,3698.38,65.21,1,0,Delayed,87.83,3,203.75,13.73,3667.5,Good,Medium,Expedite Processing
BATCH-01489,2023-08-13,Afternoon,Tomato,Vegetables,SUP-005,701.26,14.52,81.69,763.9,191.4,31.0,Yes,Zone-D,6.01,0.13,4,Sorter-X,4670.4,2293.36,6.66,2384.11,67.48,0,0,Delayed,83.41,3,72.51,10.34,1812.75,Good,Medium,Reduce Storage Temperature
BATCH-01490,2022-05-29,Morning,Leafy Greens,Vegetables,SUP-006,750.15,15.93,,724.9,5.5,70.1,Yes,Zone-B,5.66,0.77,1,Washer-1,3911.3,313.63,7.98,4991.87,58.65,0,0,Fulfilled,78.06,1,70.74,9.43,1061.1,Good,Low,Reduce Storage Temperature
BATCH-01491,2021-12-20,Morning,Banana,Fruits,SUP-019,469.48,2.77,61.56,428.4,165.5,48.2,No,Zone-C,9.82,1.01,1,Conveyor-A,3757.79,2434.08,0.71,6098.79,73.2,0,0,Delayed,64.45,2,48.97,10.43,979.4,Good,Medium,Restore Cold Chain Immediately
BATCH-01492,2023-02-21,Morning,Leafy Greens,Vegetables,SUP-013,1167.7,9.7,66.47,1024.4,304.1,3.8,Yes,Zone-A,0.62,2.35,2,Packer-Z,697.98,1960.34,0.82,3320.46,55.51,0,0,Partial,93.86,3,47.99,4.11,719.85,Good,Low,Monitor & Maintain
BATCH-01493,2023-10-15,Night,Orange,Fruits,SUP-014,697.67,4.2,64.46,1585.9,112.9,23.3,Yes,Zone-C,5.13,0.08,3,Washer-1,2852.16,217.68,3.66,3032.36,82.65,0,0,Delayed,67.13,0,43.67,6.26,1528.45,Good,Low,Quality Re-inspection Required
BATCH-01494,2021-06-03,Morning,Strawberry,Berries,SUP-004,260.3,9.76,77.65,1378.3,343.9,68.7,Yes,Zone-C,5.29,4.41,4,Sorter-X,3089.54,1008.17,7.11,6322.26,,1,0,Fulfilled,66.12,3,43.16,16.58,3452.8,Bad,Medium,Activate Backup Supplier
BATCH-01495,2020-12-30,Afternoon,Orange,Fruits,SUP-007,1401.51,9.81,71.85,1477.0,397.2,30.3,Yes,Zone-D,3.29,2.15,6,Washer-1,2221.34,1580.86,2.98,6039.13,93.2,0,0,Partial,66.34,3,67.69,4.83,2369.15,Good,Low,Quality Re-inspection Required
BATCH-01496,2022-06-18,Night,Lemon,Citrus,SUP-008,1444.73,10.97,58.29,1145.4,227.1,88.5,Yes,Zone-B,5.49,0.64,3,Conveyor-B,1947.9,646.51,0.51,2841.71,85.02,0,0,Fulfilled,59.21,0,172.65,11.95,5179.5,Good,Medium,Prioritize Dispatch
BATCH-01497,2021-12-29,Night,Onion,Root Vegetables,SUP-013,783.99,18.07,47.33,977.7,437.9,69.0,No,Zone-A,6.9,2.15,3,Packer-Z,,550.2,3.24,6710.46,94.58,1,0,Partial,76.94,2,188.78,24.08,4153.16,Bad,High,Restore Cold Chain Immediately
BATCH-01498,2023-12-15,Night,Potato,Root Vegetables,SUP-006,245.77,,79.54,1588.5,427.4,29.3,Yes,Zone-C,6.89,1.54,4,Conveyor-A,603.57,141.42,1.36,2442.78,54.35,0,0,Partial,69.41,2,24.45,9.95,440.1,Good,Low,Reduce Storage Temperature
BATCH-01499,2021-11-06,Morning,Banana,Fruits,SUP-006,909.97,,60.86,936.6,439.0,50.5,No,Zone-C,1.33,0.82,4,Packer-Z,3314.1,2743.5,2.58,2294.68,89.93,0,0,Fulfilled,77.97,3,153.24,16.84,3064.8,Bad,Medium,Restore Cold Chain Immediately
BATCH-01500,2020-04-18,Morning,Pineapple,Fruits,SUP-003,940.44,,,1500.2,330.5,64.7,Yes,Zone-D,8.12,0.06,2,Conveyor-B,2274.11,262.71,3.67,3699.93,94.04,0,0,Partial,74.94,1,131.29,13.96,5908.05,Good,Medium,Reduce Storage Temperature
BATCH-01501,2023-11-27,Morning,Strawberry,Berries,SUP-003,1370.47,14.21,62.78,1314.2,152.4,20.2,No,Zone-C,9.34,1.6,5,Packer-Z,3496.78,1161.43,1.72,6810.75,,0,0,Partial,77.87,3,198.03,14.45,15842.4,Good,Medium,Restore Cold Chain Immediately
BATCH-01502,2023-05-16,Night,Mango,Fruits,SUP-013,699.29,16.74,77.29,797.2,240.6,25.1,Yes,Zone-B,1.67,0.17,2,Conveyor-B,1390.63,696.74,7.21,5700.51,99.95,0,0,Partial,68.1,2,77.13,11.03,4627.8,Good,Medium,Reduce Storage Temperature
BATCH-01503,2020-09-17,Afternoon,Mango,Fruits,SUP-002,1396.94,12.15,87.28,1003.7,355.3,49.7,Yes,Zone-D,4.46,3.32,6,Washer-1,1573.97,2249.0,2.93,3953.31,65.03,0,1,Delayed,90.87,1,160.09,11.46,9605.4,Good,Medium,Monitor & Maintain
BATCH-01504,2023-08-13,Night,Mango,Fruits,SUP-016,1755.83,11.45,74.3,861.2,105.3,88.9,Yes,Zone-A,5.36,0.19,4,Conveyor-A,3140.84,2150.84,6.78,2573.63,,0,0,Delayed,78.5,0,217.9,12.41,13074.0,Good,Medium,Prioritize Dispatch
BATCH-01505,2021-05-12,Afternoon,Banana,Fruits,SUP-006,551.22,15.03,63.61,563.5,369.4,34.3,No,Zone-C,1.78,,1,Conveyor-B,4909.72,2438.04,6.19,5805.3,70.75,0,0,Fulfilled,64.17,3,94.48,17.14,1889.6,Bad,Medium,Restore Cold Chain Immediately
BATCH-01506,2021-07-04,Night,Mango,Fruits,SUP-008,1959.95,,70.53,828.1,274.0,39.8,Yes,Zone-C,5.28,1.14,1,Conveyor-B,4886.08,1888.74,9.03,5141.05,,0,0,Cancelled,94.68,0,19.6,1.0,1176.0,Good,Low,Monitor & Maintain
BATCH-01507,2023-08-16,Afternoon,Tomato,Vegetables,SUP-008,834.1,14.43,69.46,1466.8,48.0,19.9,Yes,Zone-D,2.47,1.62,3,Washer-1,,1815.79,1.34,7398.44,94.3,1,0,Partial,59.82,0,123.03,14.75,3075.75,Good,Medium,Reduce Storage Temperature
BATCH-01508,2022-02-12,Night,Strawberry,Berries,SUP-006,607.79,18.82,71.32,1303.2,278.6,57.8,Yes,Zone-C,9.39,0.08,3,Conveyor-B,960.58,1280.62,2.54,6107.9,63.42,1,1,Fulfilled,87.27,3,104.11,17.13,8328.8,Bad,Medium,Reduce Storage Temperature
BATCH-01509,2020-07-20,Night,Tomato,Vegetables,SUP-014,900.87,,51.61,733.1,33.4,71.6,Yes,Zone-A,4.76,0.46,5,Conveyor-A,3156.54,1945.44,8.72,2253.34,,1,0,Fulfilled,84.85,0,139.36,15.47,3484.0,Bad,Medium,Reduce Storage Temperature
BATCH-01510,2021-06-22,Afternoon,Onion,Root Vegetables,SUP-003,279.36,2.66,,841.5,7.2,43.4,Yes,Zone-B,9.95,0.45,5,Sorter-X,2389.92,434.1,8.31,5890.93,81.18,0,0,Cancelled,58.21,3,15.53,5.56,341.66,Good,Low,Quality Re-inspection Required
BATCH-01511,2022-11-20,Afternoon,Strawberry,Berries,SUP-010,338.84,8.8,51.53,1139.7,444.8,72.5,Yes,Zone-B,0.94,1.83,5,Packer-Z,3927.59,2085.09,2.33,3155.77,89.55,0,0,Partial,94.67,2,28.09,8.29,2247.2,Good,Low,Prioritize Dispatch
BATCH-01512,2020-09-11,Afternoon,Tomato,Vegetables,SUP-003,887.42,16.57,45.66,899.4,245.0,30.4,Yes,Zone-D,1.71,0.61,5,Conveyor-B,2875.93,401.3,1.52,7248.61,62.51,0,0,Fulfilled,,2,93.62,10.55,2340.5,Good,Medium,Reduce Storage Temperature
BATCH-01513,2022-05-11,Afternoon,Strawberry,Berries,SUP-012,1548.64,19.25,73.12,1003.7,271.6,68.5,Yes,Zone-C,4.71,0.31,1,Packer-Z,2797.64,2599.05,8.63,1771.98,85.86,0,0,Fulfilled,,1,223.93,14.46,17914.4,Good,Medium,Reduce Storage Temperature
BATCH-01514,2022-10-12,Afternoon,Onion,Root Vegetables,SUP-017,1810.59,8.66,50.26,1237.8,140.0,26.3,Yes,Zone-D,8.81,0.04,4,Packer-Z,3409.07,1566.48,2.19,3044.82,55.88,0,0,Fulfilled,67.19,1,153.54,8.48,3377.88,Good,Low,Quality Re-inspection Required
BATCH-01515,2021-05-17,Afternoon,Leafy Greens,Vegetables,SUP-005,1363.15,17.14,79.67,960.7,271.4,75.4,No,Zone-D,5.77,3.67,6,Sorter-X,1068.88,1638.04,8.78,4559.18,85.21,0,0,Cancelled,78.13,0,314.21,23.05,4713.15,Bad,High,Restore Cold Chain Immediately
BATCH-01516,2022-10-10,Afternoon,Banana,Fruits,SUP-020,299.92,17.55,,629.2,84.4,80.1,Yes,Zone-D,7.46,7.12,6,Conveyor-B,3547.23,1796.09,9.63,2119.39,95.96,1,0,Fulfilled,,1,53.18,17.73,1063.6,Bad,Medium,Reduce Storage Temperature
BATCH-01517,2023-07-14,Afternoon,Banana,Fruits,SUP-009,1376.84,,87.51,1024.7,372.8,77.0,Yes,Zone-D,4.52,2.43,5,Conveyor-A,,2350.55,2.6,3659.01,54.25,0,0,Fulfilled,81.87,2,88.67,6.44,1773.4,Good,Low,Prioritize Dispatch
BATCH-01518,2021-11-20,Night,Mango,Fruits,SUP-020,1307.31,17.22,74.9,827.3,411.7,22.3,No,Zone-D,0.88,1.06,2,Conveyor-B,4190.66,1487.56,8.48,4548.94,55.84,0,1,Partial,,1,232.7,17.8,13962.0,Bad,Medium,Restore Cold Chain Immediately
BATCH-01519,2021-07-13,Afternoon,Orange,Fruits,SUP-007,1630.95,7.84,66.69,748.9,427.9,67.3,Yes,Zone-C,6.65,0.26,6,Packer-Z,,1340.01,4.53,4256.68,77.86,0,0,Fulfilled,75.17,0,169.94,10.42,5947.9,Good,Medium,Monitor & Maintain
BATCH-01520,2021-01-01,Afternoon,Mango,Fruits,SUP-004,1667.97,,60.85,793.7,53.3,52.6,Yes,Zone-B,6.52,1.29,5,Washer-1,1853.36,936.17,7.99,4336.0,52.32,0,0,Fulfilled,,1,197.32,11.83,11839.2,Good,Medium,Monitor & Maintain
BATCH-01521,2022-06-01,Night,Lemon,Citrus,SUP-013,1749.59,,67.09,,278.9,94.7,Yes,Zone-B,1.18,1.22,1,Sorter-X,4776.11,471.31,4.37,6767.12,,0,0,Partial,74.59,2,191.23,10.93,5736.9,Good,Medium,Prioritize Dispatch
BATCH-01522,2023-07-08,Night,Tomato,Vegetables,SUP-013,886.85,13.93,53.57,1463.9,404.4,36.0,Yes,Zone-B,2.12,1.09,3,Conveyor-A,2988.83,651.99,1.17,4595.74,59.51,0,0,Delayed,95.07,1,67.49,7.61,1687.25,Good,Low,Monitor & Maintain
BATCH-01523,2021-04-19,Morning,Strawberry,Berries,SUP-010,1425.94,15.33,60.68,1280.9,64.1,74.5,Yes,Zone-C,5.02,0.95,2,Conveyor-A,,101.53,7.27,7127.48,74.06,1,0,Fulfilled,93.17,0,183.09,12.84,14647.2,Good,Medium,Reduce Storage Temperature
BATCH-01524,2021-08-01,Morning,Orange,Fruits,SUP-018,609.68,9.94,77.31,,49.8,36.8,Yes,Zone-C,4.74,1.37,5,Packer-Z,3600.66,2621.32,1.93,2518.32,,1,1,Delayed,61.46,2,108.16,17.74,3785.6,Bad,Medium,Activate Backup Supplier
BATCH-01525,2021-08-16,Afternoon,Onion,Root Vegetables,SUP-017,1998.74,17.99,54.78,965.5,408.5,39.3,Yes,Zone-D,7.65,0.15,1,Conveyor-A,4668.94,2318.38,9.31,3288.29,,0,0,Fulfilled,89.54,3,221.26,11.07,4867.72,Good,Medium,Reduce Storage Temperature
BATCH-01526,2022-03-29,Afternoon,Lemon,Citrus,SUP-020,433.14,16.57,56.88,402.2,398.4,12.4,Yes,Zone-B,4.18,0.08,3,Packer-Z,1930.22,734.18,4.47,5474.36,76.06,0,0,Fulfilled,96.47,1,26.94,6.22,808.2,Good,Low,Reduce Storage Temperature
BATCH-01527,2020-11-29,Morning,Onion,Root Vegetables,SUP-020,119.22,16.14,78.72,808.7,224.3,24.5,Yes,Zone-D,6.8,0.13,5,Conveyor-A,907.4,106.93,1.28,3304.94,86.53,0,0,Fulfilled,68.94,0,10.93,9.17,240.46,Good,Low,Reduce Storage Temperature
BATCH-01528,2023-04-15,Morning,Banana,Fruits,SUP-013,382.74,10.25,53.0,1375.8,54.9,17.5,Yes,Zone-B,7.19,,1,Conveyor-A,4110.09,1527.14,2.67,3677.67,97.3,0,0,Fulfilled,65.48,1,38.77,10.13,775.4,Good,Medium,Quality Re-inspection Required
BATCH-01529,2021-03-07,Afternoon,Banana,Fruits,SUP-017,1574.16,2.68,56.06,865.8,258.1,17.0,Yes,Zone-A,6.63,0.65,1,Packer-Z,4120.11,1296.46,8.69,6894.97,75.19,0,0,Fulfilled,55.42,3,102.16,6.49,2043.2,Good,Low,Quality Re-inspection Required
BATCH-01530,2022-10-26,Morning,Mango,Fruits,SUP-004,948.89,10.86,45.79,1076.6,197.4,2.8,No,Zone-C,6.16,0.37,4,Sorter-X,,2350.42,3.55,4789.03,67.75,0,0,Fulfilled,60.09,3,130.95,13.8,7857.0,Good,Medium,Restore Cold Chain Immediately
