route,season,quantity_kg,distance_km,vehicle_type,road_condition,packaging_type,temperature_c,humidity_pct,transit_hours,days_to_spoil,spoilage_loss_pct
Dambulla - Colombo,Dry,240,99,Covered Truck,Good,Sack,33.4,68.8,3.5,8.9,15.56
Dambulla - Colombo,Wet,765,121,Refrigerated Van,Good,Sack,32.8,66,5.7,9.6,15.34
Dambulla - Colombo,Wet,672,139,Refrigerated Van,Moderate,Ventilated Box,33.5,89.2,5.7,4.1,23.71
Dambulla - Colombo,Dry,248,93,Refrigerated Van,Good,Cardboard Box,28.9,68.4,4.7,8.8,13.55
Dambulla - Colombo,Wet,595,92,Refrigerated Van,Good,Plastic Crate,25.3,84.5,4.2,5.2,19.48
Dambulla - Colombo,Dry,164,105,Refrigerated Van,Good,Ventilated Box,31.4,69.7,3.9,7.8,16.59
Dambulla - Colombo,Dry,495,109,Covered Truck,Moderate,Ventilated Box,28.8,53.6,6.8,4.1,21.51
Dambulla - Colombo,Dry,284,140,Open Truck,Moderate,Sack,26.5,66,7.2,11.2,14.92
Dambulla - Colombo,Wet,382,110,Three-Wheeler,Moderate,Ventilated Box,27.3,90.9,4.8,6.2,19.79
Dambulla - Colombo,Dry,406,99,Covered Truck,Good,Cardboard Box,28.4,65.4,6.7,6.9,16.63
Dambulla - Colombo,Wet,96,112,Covered Truck,Moderate,Ventilated Box,28.6,87.4,5.3,9.1,18.02
Dambulla - Colombo,Wet,287,130,Refrigerated Van,Moderate,Cardboard Box,31.8,78.9,6.1,7.5,16.45
Dambulla - Colombo,Wet,661,122,Covered Truck,Poor,Sack,27.2,86.4,4.9,4,21.57
Dambulla - Colombo,Dry,165,116,Covered Truck,Poor,Cardboard Box,31.4,69.4,6.7,4.3,18.02
Dambulla - Colombo,Wet,182,141,Open Truck,Moderate,Sack,25.8,87.1,6.7,3.9,22.98
Dambulla - Colombo,Dry,162,128,Open Truck,Moderate,Sack,26.7,64.7,6.5,2.7,18.65
Dambulla - Colombo,Wet,94,143,Covered Truck,Moderate,Sack,29.8,84.1,7.3,1.8,25.96
Dambulla - Colombo,Wet,601,124,Refrigerated Van,Moderate,Plastic Crate,28.1,86.8,6.1,3.6,23.81
Dambulla - Colombo,Dry,178,133,Open Truck,Good,Cardboard Box,27.9,56.6,4.8,1.5,20.66
Dambulla - Colombo,Wet,61,91,Open Truck,Good,Ventilated Box,28.3,84.6,3.1,10.1,14.58
Dambulla - Colombo,Dry,245,123,Refrigerated Van,Good,Cardboard Box,34.4,72.3,3.7,11,14.33
Dambulla - Colombo,Dry,764,97,Three-Wheeler,Moderate,Cardboard Box,29.9,74.3,3.5,7.8,18.26
Dambulla - Colombo,Wet,202,121,Open Truck,Moderate,Cardboard Box,29.3,78.8,5.6,6.1,18.91
Dambulla - Colombo,Wet,488,125,Covered Truck,Moderate,Cardboard Box,25.4,76.7,4.7,7.5,17.16
Dambulla - Colombo,Wet,650,105,Open Truck,Moderate,Ventilated Box,29.2,79.1,4.5,7.3,16.9
Dambulla - Colombo,Dry,402,92,Open Truck,Moderate,Cardboard Box,30.6,64.5,5.6,4.4,16.12
Dambulla - Colombo,Dry,655,87,Open Truck,Good,Plastic Crate,28.3,65.1,5.6,6.2,17.33
Dambulla - Colombo,Dry,379,95,Three-Wheeler,Moderate,Ventilated Box,32.7,68.5,4.5,3.9,18.54
Dambulla - Colombo,Wet,100,108,Open Truck,Good,Ventilated Box,28.7,79,4.6,7.1,19.2
Dambulla - Colombo,Wet,613,134,Refrigerated Van,Good,Cardboard Box,27.5,78.6,5.1,6.6,16.38
Dambulla - Colombo,Wet,670,90,Open Truck,Moderate,Sack,29.3,73.7,3.4,6.6,20.05
Dambulla - Colombo,Wet,655,118,Open Truck,Moderate,Ventilated Box,26.6,77.9,4.2,9.7,14.54
Dambulla - Colombo,Dry,431,106,Covered Truck,Poor,Ventilated Box,29.1,75,5.9,9.3,15.08
Dambulla - Colombo,Dry,546,86,Open Truck,Poor,Cardboard Box,33.7,68.4,4.8,4.2,22.66
Dambulla - Colombo,Dry,475,96,Covered Truck,Moderate,Cardboard Box,32.4,71.4,5.3,11.3,15.24
Dambulla - Colombo,Dry,690,93,Covered Truck,Good,Cardboard Box,29.3,76.4,5.7,10.8,13.85
Dambulla - Colombo,Wet,687,123,Open Truck,Good,Sack,26.9,80,4.3,5.3,21.59
Dambulla - Colombo,Wet,288,92,Refrigerated Van,Moderate,Ventilated Box,31.5,84.2,6.5,13.4,11.64
Dambulla - Colombo,Wet,91,141,Open Truck,Poor,Cardboard Box,28.4,76.2,6,2.4,19.89
Dambulla - Colombo,Wet,274,139,Covered Truck,Good,Cardboard Box,31.1,80.9,5.1,4.1,18.83
Dambulla - Colombo,Wet,257,132,Covered Truck,Moderate,Ventilated Box,27.1,86.6,6.5,5.9,16.26
Dambulla - Colombo,Wet,187,85,Covered Truck,Moderate,Plastic Crate,27.3,68.8,3.5,8.2,14.57
Dambulla - Colombo,Dry,418,107,Covered Truck,Good,Cardboard Box,28.8,62.9,4,4.2,16.03
Dambulla - Colombo,Wet,759,105,Covered Truck,Poor,Ventilated Box,26.8,91.5,3.8,7.5,16.02
Dambulla - Colombo,Dry,179,127,Three-Wheeler,Moderate,Sack,37.4,54.5,5.8,1.8,25.55
Dambulla - Colombo,Dry,215,94,Covered Truck,Poor,Ventilated Box,27.1,62,3.1,5.8,14.97
Dambulla - Colombo,Wet,757,88,Covered Truck,Moderate,Sack,27.1,74.2,4.1,5.9,19
Dambulla - Colombo,Dry,574,126,Covered Truck,Good,Sack,31.5,69.4,4.8,7.8,14.91
Dambulla - Colombo,Dry,145,143,Covered Truck,Good,Ventilated Box,27.9,60.8,5.1,7.4,16.5
Dambulla - Colombo,Dry,323,95,Open Truck,Good,Plastic Crate,30.8,75.4,5.9,4.7,19.36
Dambulla - Colombo,Dry,52,103,Refrigerated Van,Good,Cardboard Box,26.7,84.6,4.8,14.6,11.1
Dambulla - Colombo,Wet,53,131,Three-Wheeler,Good,Cardboard Box,26.5,78.2,6.6,2.5,23.61
Dambulla - Colombo,Wet,459,88,Open Truck,Moderate,Cardboard Box,33,85.8,4.8,6.2,19.7
Dambulla - Colombo,Dry,191,106,Covered Truck,Good,Cardboard Box,31,77.5,5.5,8.4,15.8
Dambulla - Colombo,Wet,645,92,Three-Wheeler,Good,Sack,27.6,91.8,5,5,23.84
Dambulla - Colombo,Wet,786,112,Covered Truck,Good,Sack,28.3,84.6,6.7,7,17.53
Dambulla - Colombo,Dry,115,109,Covered Truck,Poor,Cardboard Box,35,65.6,4.1,2.3,24.68
Dambulla - Colombo,Dry,359,99,Refrigerated Van,Good,Plastic Crate,33.5,65.8,5.5,8.4,15.24
Dambulla - Colombo,Wet,160,141,Refrigerated Van,Poor,Ventilated Box,29.3,85.8,5.6,9.1,14.75
Dambulla - Colombo,Dry,101,93,Open Truck,Moderate,Plastic Crate,33.8,68.1,2.9,9.5,15.3
Dambulla - Colombo,Dry,689,88,Refrigerated Van,Moderate,Ventilated Box,31.4,66.1,3.5,12,11.6
Dambulla - Colombo,Wet,175,105,Covered Truck,Poor,Sack,27,85.9,5.5,5.7,20.41
Dambulla - Colombo,Wet,483,103,Open Truck,Moderate,Cardboard Box,26.7,87.3,4.8,1.5,27.22
Dambulla - Colombo,Dry,467,131,Three-Wheeler,Moderate,Cardboard Box,36,62.3,4,5.7,20.24
Dambulla - Colombo,Dry,152,116,Open Truck,Poor,Ventilated Box,27.6,68.1,4.9,2.5,18.87
Dambulla - Colombo,Dry,634,99,Open Truck,Good,Ventilated Box,34,77.2,6.9,3.3,19.25
Dambulla - Colombo,Dry,571,115,Covered Truck,Good,Ventilated Box,27.4,72.1,5.7,5,15.47
Dambulla - Colombo,Wet,430,88,Open Truck,Moderate,Ventilated Box,30.2,82.2,3.2,11.3,15.83
Dambulla - Colombo,Dry,79,91,Refrigerated Van,Good,Ventilated Box,32,67.1,4.3,4.3,18.09
Dambulla - Colombo,Wet,145,136,Open Truck,Poor,Ventilated Box,28.9,79.2,7.1,1.9,23.1
Dambulla - Colombo,Wet,634,127,Open Truck,Good,Sack,30,78.6,6.5,4.3,20.88
Dambulla - Colombo,Wet,348,112,Covered Truck,Moderate,Ventilated Box,27.7,88.8,6.6,10.7,16.01
Dambulla - Colombo,Dry,172,101,Three-Wheeler,Moderate,Sack,31,59.1,3.2,11.5,14.73
Dambulla - Colombo,Wet,289,109,Open Truck,Good,Sack,30.9,94.4,5.4,10.7,16.48
Dambulla - Colombo,Wet,336,89,Three-Wheeler,Moderate,Sack,27.4,85,4.5,2.2,26.13
Dambulla - Colombo,Dry,391,97,Refrigerated Van,Poor,Plastic Crate,32.1,68.3,4.6,9.3,15.55
Dambulla - Colombo,Dry,491,112,Three-Wheeler,Moderate,Cardboard Box,32.5,66,5.4,6,21.51
Dambulla - Colombo,Wet,444,141,Refrigerated Van,Poor,Sack,26.7,76.3,4.5,3.9,21.07
Dambulla - Colombo,Dry,736,106,Covered Truck,Good,Sack,30.1,75.4,3.3,7.6,16.67
Dambulla - Colombo,Dry,288,105,Covered Truck,Poor,Sack,31.5,64.6,6.3,9.7,14.98
Dambulla - Colombo,Dry,650,96,Covered Truck,Good,Sack,31.2,71.7,3.1,4.7,17.32
Dambulla - Colombo,Wet,483,101,Open Truck,Moderate,Ventilated Box,24.4,87.4,3.3,6.7,18.64
Dambulla - Colombo,Dry,137,138,Covered Truck,Poor,Plastic Crate,29.5,66.9,4.5,4.1,19.92
Dambulla - Colombo,Wet,286,130,Refrigerated Van,Moderate,Ventilated Box,26,85.6,5.6,3.2,20.38
Dambulla - Colombo,Wet,598,137,Covered Truck,Moderate,Sack,28.7,76.5,6.7,11.6,14.42
Dambulla - Colombo,Wet,698,86,Three-Wheeler,Moderate,Ventilated Box,25.2,91.6,4,13,16.65
Dambulla - Colombo,Dry,615,103,Open Truck,Good,Cardboard Box,24.9,72.1,5.2,9.9,15.99
Dambulla - Colombo,Dry,525,132,Three-Wheeler,Good,Sack,35.7,62.3,5.3,5.8,21.31
Dambulla - Colombo,Dry,108,138,Refrigerated Van,Good,Sack,28.4,70.2,5.5,12,11.85
Dambulla - Colombo,Dry,721,136,Covered Truck,Moderate,Plastic Crate,38,62,5.2,12.9,12.67
Dambulla - Colombo,Wet,72,87,Refrigerated Van,Good,Ventilated Box,26,80.4,6.2,11.7,10.41
Dambulla - Colombo,Dry,780,113,Refrigerated Van,Moderate,Plastic Crate,29.1,62.4,3.6,7.9,14.07
Dambulla - Colombo,Dry,500,95,Open Truck,Moderate,Ventilated Box,35.9,65.3,5.7,6,16.82
Dambulla - Colombo,Dry,356,97,Refrigerated Van,Moderate,Plastic Crate,27.5,59.3,5.3,8.7,12.72
Dambulla - Colombo,Wet,638,94,Covered Truck,Good,Cardboard Box,27.8,66.9,5.2,1.5,20.98
Dambulla - Colombo,Dry,752,87,Refrigerated Van,Good,Sack,32.3,67.5,5.3,14.2,9.37
Dambulla - Colombo,Wet,170,92,Open Truck,Moderate,Ventilated Box,27,84.9,4.7,8.8,16.21
Dambulla - Colombo,Dry,692,136,Three-Wheeler,Moderate,Cardboard Box,34,70.4,6.4,1.5,25.98
Dambulla - Colombo,Wet,708,86,Covered Truck,Moderate,Ventilated Box,29.8,79.1,3.4,9.4,14.24
Dambulla - Colombo,Dry,539,117,Refrigerated Van,Moderate,Sack,29.7,73.1,6.3,9.4,14.12
Dambulla - Colombo,Wet,460,101,Refrigerated Van,Poor,Sack,30.9,82,4.5,5.9,19.84
Dambulla - Colombo,Wet,749,108,Covered Truck,Good,Plastic Crate,30.4,82,3.9,6.5,17.04
Dambulla - Colombo,Dry,710,100,Open Truck,Moderate,Cardboard Box,35.1,71.7,5.3,10.2,17.22
Dambulla - Colombo,Wet,492,96,Refrigerated Van,Moderate,Sack,29,89,6.1,6.7,18.06
Dambulla - Colombo,Dry,544,131,Open Truck,Moderate,Sack,29.3,74.2,6.4,8.6,15.11
Dambulla - Colombo,Dry,394,100,Three-Wheeler,Poor,Sack,30.2,58.5,6.7,10.8,16.62
Dambulla - Colombo,Dry,661,102,Refrigerated Van,Moderate,Sack,28.5,65.8,5.1,10.6,13.62
Dambulla - Colombo,Wet,689,97,Refrigerated Van,Good,Sack,30.4,82.8,4.7,10.2,17.35
Dambulla - Colombo,Dry,144,85,Covered Truck,Moderate,Cardboard Box,34.3,69.7,4.7,5.3,20.7
Dambulla - Colombo,Dry,256,105,Refrigerated Van,Moderate,Ventilated Box,30.8,68.2,5.8,15.1,9.27
Dambulla - Colombo,Dry,591,119,Three-Wheeler,Moderate,Sack,31.1,72.3,5.9,8.8,19.56
Dambulla - Colombo,Dry,796,120,Refrigerated Van,Moderate,Cardboard Box,30.1,71.2,4,4.8,21.06
Dambulla - Colombo,Dry,615,88,Refrigerated Van,Good,Sack,27.7,76,3.6,8.5,14.92
Dambulla - Colombo,Wet,414,121,Covered Truck,Moderate,Sack,26.1,81.4,6.6,5.8,19.22
Dambulla - Colombo,Dry,135,139,Covered Truck,Poor,Sack,30.6,62.8,6.8,1.6,24.07
Dambulla - Colombo,Dry,499,140,Covered Truck,Good,Cardboard Box,32.3,63.6,4.8,4.1,17.33
Dambulla - Colombo,Dry,394,117,Open Truck,Moderate,Cardboard Box,30.5,61.8,5.6,3.5,19.44
Dambulla - Colombo,Dry,136,139,Three-Wheeler,Poor,Plastic Crate,27.4,73,5.7,11.8,16.52
Dambulla - Colombo,Dry,277,129,Covered Truck,Good,Plastic Crate,34.4,72.2,5.4,7.9,16.89
Dambulla - Colombo,Dry,788,88,Covered Truck,Moderate,Plastic Crate,27.3,69.5,5.6,2.7,19.87
Dambulla - Colombo,Dry,93,115,Open Truck,Poor,Ventilated Box,28.5,58.8,5.9,11.2,13.01
Dambulla - Colombo,Dry,156,86,Open Truck,Moderate,Cardboard Box,33.8,57.2,5.2,7.5,17.98
Dambulla - Colombo,Dry,551,132,Refrigerated Van,Moderate,Sack,25.9,60.8,5.9,14.1,12.71
Dambulla - Colombo,Wet,305,86,Covered Truck,Moderate,Plastic Crate,26.2,81.4,5.2,4.6,17.88
Dambulla - Colombo,Dry,281,86,Covered Truck,Good,Cardboard Box,30.9,56.6,4,2.5,20.48
Dambulla - Colombo,Dry,184,134,Open Truck,Moderate,Sack,28.1,65.3,5.5,9.7,16.46
Dambulla - Colombo,Wet,75,88,Covered Truck,Poor,Ventilated Box,25.1,91.5,4.3,7.5,18.46
Dambulla - Colombo,Dry,212,132,Refrigerated Van,Moderate,Sack,28.8,58.2,4.5,3.1,18.95
Dambulla - Colombo,Wet,176,135,Three-Wheeler,Moderate,Ventilated Box,28.5,87.8,6,7.3,19.46
Dambulla - Colombo,Dry,530,107,Refrigerated Van,Moderate,Plastic Crate,33,61.3,5.4,10.8,13.86
Dambulla - Colombo,Dry,758,124,Three-Wheeler,Good,Ventilated Box,31.7,63.1,7,11.5,13.68
Dambulla - Colombo,Dry,546,138,Covered Truck,Moderate,Cardboard Box,31.2,64.4,4.2,8.7,15.17
Dambulla - Colombo,Dry,689,120,Covered Truck,Good,Plastic Crate,33,63.4,4.5,10.7,12.45
Dambulla - Colombo,Dry,638,141,Covered Truck,Poor,Ventilated Box,28,68.3,4.6,2.6,19.99
Dambulla - Colombo,Dry,144,119,Covered Truck,Good,Cardboard Box,32.7,72,6.1,8.6,15.07
Dambulla - Colombo,Dry,515,141,Covered Truck,Poor,Plastic Crate,30.4,59.4,6.2,9.8,13.42
Dambulla - Colombo,Wet,290,111,Covered Truck,Good,Cardboard Box,30.2,75.5,6.4,3.5,20.1
Dambulla - Colombo,Wet,410,87,Refrigerated Van,Good,Cardboard Box,28,87.9,4.8,12,14.15
Dambulla - Colombo,Dry,131,109,Refrigerated Van,Moderate,Sack,34.1,64.9,3.4,15.1,11.95
Dambulla - Colombo,Dry,551,115,Three-Wheeler,Good,Sack,32.9,71.7,7.1,11.8,15.84
Dambulla - Colombo,Wet,373,109,Refrigerated Van,Poor,Plastic Crate,25.1,77.7,6.3,5.1,14.63
Dambulla - Colombo,Dry,91,107,Open Truck,Good,Ventilated Box,33.2,74.7,5.4,9.3,12.76
Dambulla - Colombo,Dry,126,115,Refrigerated Van,Poor,Cardboard Box,32,68.8,3.9,6.9,18.33
Dambulla - Colombo,Wet,381,85,Covered Truck,Poor,Sack,27.4,74,5.6,7.3,16.92
Dambulla - Colombo,Dry,452,103,Covered Truck,Moderate,Sack,28.6,78.4,4,9.9,14.47
Dambulla - Colombo,Dry,495,93,Refrigerated Van,Poor,Cardboard Box,30.1,71,4.7,8.9,16.73
Dambulla - Colombo,Dry,367,126,Covered Truck,Moderate,Plastic Crate,29.4,65.8,4.2,4.6,16.59
Dambulla - Colombo,Dry,415,94,Open Truck,Moderate,Cardboard Box,29.6,71.1,3.1,4.4,18.26
Dambulla - Colombo,Dry,331,143,Open Truck,Good,Plastic Crate,29.4,79,6.2,11.1,12.02
Dambulla - Colombo,Wet,59,91,Three-Wheeler,Good,Plastic Crate,26.1,79.2,4.4,1.5,23.83
Dambulla - Colombo,Dry,596,100,Covered Truck,Good,Cardboard Box,35.3,72.5,4.5,10.3,15.74
Dambulla - Colombo,Dry,317,110,Open Truck,Good,Sack,29,76.2,4.4,4.8,19.51
Dambulla - Colombo,Wet,439,143,Open Truck,Poor,Ventilated Box,28.7,74.8,7,6.2,16.81
Dambulla - Colombo,Dry,233,102,Covered Truck,Good,Sack,32.3,75.3,5.1,2.2,22.64
Dambulla - Colombo,Dry,569,124,Covered Truck,Moderate,Plastic Crate,33.7,66.5,4.9,7,17.28
Dambulla - Colombo,Dry,764,91,Covered Truck,Moderate,Cardboard Box,34.3,58.5,6.1,3.7,18.24
Dambulla - Colombo,Dry,792,108,Covered Truck,Moderate,Ventilated Box,28,70.4,5.5,10.7,13.17
Dambulla - Colombo,Dry,189,120,Open Truck,Good,Plastic Crate,25.9,57.6,5.2,6.9,15.18
Dambulla - Colombo,Dry,464,106,Open Truck,Moderate,Plastic Crate,31.6,62,4.9,10.4,14.99
Dambulla - Colombo,Wet,396,109,Open Truck,Moderate,Sack,27.6,85.9,5.8,7.7,17.04
Dambulla - Colombo,Dry,630,124,Open Truck,Poor,Cardboard Box,32.3,78.7,6.2,6.6,19.88
Dambulla - Colombo,Wet,513,127,Open Truck,Good,Ventilated Box,31.7,80.8,5,10.4,17.12
Dambulla - Colombo,Wet,620,127,Refrigerated Van,Moderate,Ventilated Box,26.5,76,4.9,10.4,13.23
Dambulla - Colombo,Dry,270,98,Covered Truck,Moderate,Cardboard Box,34.6,66.4,3.4,2.1,19.9
Dambulla - Colombo,Wet,521,92,Covered Truck,Good,Plastic Crate,29,73.3,4.2,8.4,15.42
Dambulla - Colombo,Dry,420,90,Refrigerated Van,Good,Cardboard Box,31.5,63.3,4.8,7.7,15.12
Dambulla - Colombo,Wet,718,129,Open Truck,Poor,Ventilated Box,29.9,82,4.6,6.5,16.28
Dambulla - Colombo,Dry,703,100,Three-Wheeler,Poor,Plastic Crate,31.9,76.7,4.1,8.4,19.08
Dambulla - Colombo,Dry,524,129,Covered Truck,Good,Ventilated Box,24.2,67.4,4.2,10.9,10.79
Dambulla - Colombo,Wet,641,98,Refrigerated Van,Moderate,Ventilated Box,24.1,85.4,3.2,10.3,15
Dambulla - Colombo,Wet,784,100,Three-Wheeler,Good,Ventilated Box,29.1,79.6,6.4,6.6,21.62
Dambulla - Colombo,Wet,352,106,Covered Truck,Moderate,Cardboard Box,30.4,89.1,5.2,6.6,18.42
Dambulla - Colombo,Dry,723,137,Refrigerated Van,Poor,Plastic Crate,31.2,68.4,4.2,6.8,15.15
Dambulla - Colombo,Dry,457,113,Three-Wheeler,Moderate,Plastic Crate,32.2,63.8,5.3,5,18.36
Dambulla - Colombo,Wet,228,119,Refrigerated Van,Good,Cardboard Box,26.7,66.5,6.4,14.6,11.48
Dambulla - Colombo,Dry,604,109,Open Truck,Moderate,Cardboard Box,35,59.6,3.1,11.1,15.34
Dambulla - Colombo,Dry,281,89,Open Truck,Poor,Sack,31.6,73.9,6,4,20.58
Dambulla - Colombo,Wet,283,98,Refrigerated Van,Good,Cardboard Box,25.4,92.7,4.4,4.7,21.77
Dambulla - Colombo,Dry,304,126,Three-Wheeler,Moderate,Cardboard Box,38,61.8,4.9,11.5,15.06
Dambulla - Colombo,Dry,717,102,Open Truck,Good,Sack,31.5,65,4,3.3,19.19
Dambulla - Colombo,Wet,308,99,Covered Truck,Moderate,Plastic Crate,29.7,85.7,5.6,12.3,16.51
Dambulla - Colombo,Dry,369,114,Covered Truck,Good,Sack,35.1,67.9,5.6,8.5,16.22
Dambulla - Colombo,Dry,701,103,Three-Wheeler,Moderate,Ventilated Box,35.3,57.1,6.6,11.2,15.91
Dambulla - Colombo,Wet,324,109,Three-Wheeler,Good,Ventilated Box,29.1,84.9,3.9,6.8,19.31
Dambulla - Colombo,Dry,382,95,Open Truck,Poor,Plastic Crate,31,72,5.5,4.3,20.02
Dambulla - Colombo,Wet,669,105,Covered Truck,Moderate,Plastic Crate,23.8,91.7,5.1,4,19.3
Dambulla - Colombo,Dry,313,103,Open Truck,Good,Ventilated Box,32.2,67.9,5.6,2.6,18.1
Dambulla - Colombo,Dry,205,139,Three-Wheeler,Good,Cardboard Box,29.7,68.3,5.1,7.7,16.59
Dambulla - Colombo,Wet,150,103,Refrigerated Van,Good,Plastic Crate,32,76.6,3.8,9.6,14.91
Dambulla - Colombo,Wet,397,92,Open Truck,Moderate,Ventilated Box,26.5,81,4.8,9.2,16.69
Dambulla - Colombo,Wet,299,121,Covered Truck,Moderate,Plastic Crate,25.3,86,4.3,4.2,19.15
Dambulla - Colombo,Dry,253,86,Refrigerated Van,Poor,Ventilated Box,32.3,73.7,4.4,7.5,15.8
Dambulla - Colombo,Wet,179,104,Open Truck,Good,Cardboard Box,28.1,90.4,6.5,7.7,17.27
Dambulla - Colombo,Wet,224,136,Open Truck,Good,Ventilated Box,30.5,98,5.3,11,15.39
Dambulla - Colombo,Wet,582,106,Three-Wheeler,Poor,Cardboard Box,31.6,77.9,3.5,3.1,20.73
Dambulla - Colombo,Wet,573,115,Refrigerated Van,Good,Sack,30.2,82.5,5.7,9.9,16.04
Dambulla - Colombo,Dry,441,137,Refrigerated Van,Good,Sack,29.6,73.9,5.7,4.7,19.97
Dambulla - Colombo,Dry,107,86,Covered Truck,Moderate,Cardboard Box,25.9,60.1,4.3,5.6,18.18
Dambulla - Colombo,Dry,257,89,Open Truck,Moderate,Cardboard Box,30.3,74.9,3.4,3.1,18.04
Dambulla - Colombo,Wet,585,116,Covered Truck,Good,Cardboard Box,23.5,88.5,4.4,2.4,22.89
Dambulla - Colombo,Wet,414,111,Covered Truck,Poor,Ventilated Box,25.5,71.5,6.8,5.7,20.28
Dambulla - Colombo,Wet,303,120,Covered Truck,Good,Cardboard Box,29.2,79.9,6.3,4.3,18.91
Dambulla - Colombo,Wet,793,125,Covered Truck,Poor,Ventilated Box,28.3,77.8,4.7,3.9,19.11
Dambulla - Colombo,Wet,670,115,Covered Truck,Moderate,Sack,27.3,78,6.7,7.1,18.08
Dambulla - Colombo,Wet,617,88,Open Truck,Good,Ventilated Box,26.4,80.2,3.6,7.9,15.38
Dambulla - Colombo,Dry,334,135,Covered Truck,Good,Sack,32.8,72.7,6.8,13.4,15.01
Dambulla - Colombo,Wet,650,116,Open Truck,Good,Sack,33.6,65.6,5.7,8.8,17.93
Dambulla - Colombo,Dry,355,118,Open Truck,Moderate,Ventilated Box,27.6,64.8,5.1,4.6,16.65
Dambulla - Colombo,Wet,647,107,Covered Truck,Moderate,Cardboard Box,27.1,77.7,6.3,4.5,19.54
Dambulla - Colombo,Dry,739,118,Refrigerated Van,Good,Plastic Crate,32.1,69.9,6.1,4.2,20.43
Dambulla - Colombo,Dry,392,93,Covered Truck,Good,Ventilated Box,32.7,71.6,4.5,8,15.09
Dambulla - Colombo,Dry,250,91,Open Truck,Good,Cardboard Box,34,62.4,3.9,2.8,23.96
Dambulla - Colombo,Wet,558,119,Refrigerated Van,Moderate,Cardboard Box,28.3,93.8,4.8,6.4,16.81
Dambulla - Colombo,Wet,546,99,Three-Wheeler,Good,Sack,30.1,75.5,4.1,6.6,22.02
Dambulla - Colombo,Wet,136,94,Open Truck,Good,Ventilated Box,24,86.5,6,1.5,25.16
Dambulla - Colombo,Dry,295,104,Open Truck,Good,Sack,33.7,65.4,4.5,7.1,18.89
Dambulla - Colombo,Dry,405,138,Covered Truck,Poor,Sack,35.5,62.6,6.2,1.5,23.48
Dambulla - Colombo,Wet,753,107,Open Truck,Moderate,Cardboard Box,26.2,77.8,6.2,10.7,14.97
Dambulla - Colombo,Wet,713,113,Covered Truck,Good,Ventilated Box,26.9,86,5.3,2.1,23.02
Dambulla - Colombo,Wet,167,142,Refrigerated Van,Moderate,Ventilated Box,30.9,77.3,5.9,6,17.65
Dambulla - Colombo,Dry,199,144,Open Truck,Moderate,Cardboard Box,33.7,68.2,6.3,7.8,17.24
Dambulla - Colombo,Wet,296,85,Open Truck,Good,Cardboard Box,26.1,79.3,4.4,7.4,17.16
Dambulla - Colombo,Dry,418,131,Covered Truck,Moderate,Plastic Crate,32.8,80.3,4.9,8.9,16.82
Dambulla - Colombo,Wet,146,130,Refrigerated Van,Poor,Ventilated Box,32.8,84.1,6.8,11.1,16.29
Dambulla - Colombo,Dry,278,87,Covered Truck,Moderate,Sack,35.3,68.5,4.5,3.1,19.76
Dambulla - Colombo,Dry,173,126,Covered Truck,Poor,Cardboard Box,30.9,67.7,5.4,3.7,18.9
Dambulla - Colombo,Wet,533,127,Covered Truck,Good,Plastic Crate,28.8,83.7,4.6,7.6,16.3
Dambulla - Colombo,Dry,83,115,Covered Truck,Poor,Ventilated Box,31,67.5,4.8,10,13.74
Dambulla - Colombo,Dry,716,94,Three-Wheeler,Poor,Plastic Crate,37.3,59.6,5.3,5.8,21.1
Dambulla - Colombo,Dry,788,130,Covered Truck,Poor,Plastic Crate,24.6,69.9,6.1,1.8,22.51
Dambulla - Colombo,Wet,477,103,Open Truck,Moderate,Plastic Crate,29.1,70,6.1,7.1,19.62
Dambulla - Colombo,Dry,133,125,Covered Truck,Moderate,Plastic Crate,30.4,73.2,5,3,21.47
Dambulla - Colombo,Wet,608,132,Open Truck,Moderate,Cardboard Box,32.9,81.8,7.7,5.9,21.48
Dambulla - Colombo,Dry,591,115,Open Truck,Moderate,Plastic Crate,31.3,65.5,3.8,1.5,20.99
Dambulla - Colombo,Dry,772,99,Open Truck,Good,Ventilated Box,35.9,68.4,6,3.5,17.97
Dambulla - Colombo,Dry,609,121,Open Truck,Moderate,Plastic Crate,28.2,77.2,6.3,1.5,22.66
Dambulla - Colombo,Dry,163,128,Covered Truck,Poor,Sack,32.8,76.8,5.9,7.2,22.3
Dambulla - Colombo,Dry,466,132,Covered Truck,Moderate,Ventilated Box,31.6,69.8,5.1,7.5,17.4
Dambulla - Colombo,Dry,657,127,Open Truck,Poor,Sack,29.1,71.1,5.4,6.9,18.47
Dambulla - Colombo,Wet,54,102,Covered Truck,Poor,Cardboard Box,31.3,87.2,4.6,6.8,19.25
Dambulla - Colombo,Dry,166,121,Refrigerated Van,Poor,Plastic Crate,28.2,68.6,6.2,14.7,12.32
Dambulla - Colombo,Dry,508,137,Three-Wheeler,Moderate,Plastic Crate,32.4,70.4,5.7,7.1,19.61
Dambulla - Colombo,Dry,74,133,Refrigerated Van,Moderate,Plastic Crate,31.5,66.8,5.1,6.7,13.35
Dambulla - Colombo,Dry,153,132,Refrigerated Van,Poor,Ventilated Box,32,76.2,6.5,9.3,15.45
Dambulla - Colombo,Dry,568,85,Open Truck,Good,Plastic Crate,32.7,57.7,2.9,10.4,13.38
