[2026-08-16T18:33:10.264731+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (56.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 18.02/kg).
[2026-08-22T05:04:20.621633+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (10.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T05:04:20.640793+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (21.1/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:04:20.641037+00:00] ALERT for batch_id=63: Mango batch #63: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:20.758156+00:00] ALERT for batch_id=62: Mango batch #62: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:25.190582+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (13.0/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T05:04:25.203939+00:00] ALERT for batch_id=61: Mango batch #61: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:26.066528+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (31.8/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T05:04:26.066877+00:00] ALERT for batch_id=58: Mango batch #58: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:26.085717+00:00] ALERT for batch_id=68: Tomato batch #68: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:04:28.796395+00:00] ALERT for batch_id=67: Tomato batch #67: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:04:30.327471+00:00] ALERT for batch_id=63: Mango batch #63: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:30.359259+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (10.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T05:04:31.383303+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (21.1/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:04:31.399503+00:00] ALERT for batch_id=62: Mango batch #62: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:33.626577+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (13.0/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T05:04:34.849507+00:00] ALERT for batch_id=58: Mango batch #58: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:39.227692+00:00] ALERT for batch_id=61: Mango batch #61: High risk (93.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:40.289703+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (31.8/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T05:45:26.502926+00:00] ALERT for batch_id=68: Tomato batch #68: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:45:29.658935+00:00] ALERT for batch_id=68: Tomato batch #68: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:45:43.821680+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:46:41.168260+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:46:44.412108+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:46:47.364379+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:46:55.818480+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:46:57.977110+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:47:00.083836+00:00] ALERT for batch_id=69: Tomato batch #69: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:32:18.929447+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:32:45.278413+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:32:48.216515+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:33:01.658098+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:33:04.402855+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:05.446201+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:05.515778+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:05.583036+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:05.596801+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T06:34:05.627919+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:05.644136+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T06:34:08.499893+00:00] ALERT for batch_id=63: Mango batch #63: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T06:34:08.649112+00:00] ALERT for batch_id=61: Mango batch #61: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T06:34:08.806306+00:00] ALERT for batch_id=60: Onion batch #60: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T06:34:08.819111+00:00] ALERT for batch_id=62: Mango batch #62: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T06:34:08.858788+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:10.038136+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:10.992154+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:11.263475+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T06:34:12.973121+00:00] ALERT for batch_id=63: Mango batch #63: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T06:34:13.127745+00:00] ALERT for batch_id=61: Mango batch #61: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T06:34:13.949611+00:00] ALERT for batch_id=60: Onion batch #60: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T06:34:14.211336+00:00] ALERT for batch_id=62: Mango batch #62: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T06:34:17.002413+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:34:17.007317+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T06:35:19.483880+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:44:07.866956+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:44:10.849104+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:44:22.629244+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:44:25.419236+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:44:31.296502+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:45:18.176314+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:45:20.897048+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:45:23.831513+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:45:26.575729+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:47:59.204325+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:51:40.157484+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:51:42.165074+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:51:55.380359+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:51:57.489820+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:53:19.759612+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:53:21.333015+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:54:30.214070+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:54:33.041320+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:54:43.458832+00:00] ALERT for batch_id=77: Tomato batch #77: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:53.629079+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:53.629214+00:00] ALERT for batch_id=77: Tomato batch #77: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:53.680960+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:53.736964+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:53.864132+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:53.866947+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:56.862447+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:56.994677+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:57.001606+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T06:55:57.019962+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T06:55:57.318588+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:58.725780+00:00] ALERT for batch_id=77: Tomato batch #77: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:55:59.942339+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:56:00.202297+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:56:00.222555+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:56:00.277037+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:56:03.107736+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T06:56:03.504130+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T06:56:03.541284+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T06:56:03.549848+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T14:33:22.050935+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T14:34:04.602681+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T14:34:49.308061+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T14:36:11.763614+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T14:43:42.298691+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T14:43:53.026375+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:25:07.533791+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:26:43.845916+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:28:57.939375+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:39:23.209884+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:39:27.616881+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:39:54.751455+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:39:58.346365+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:40:55.775509+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:41:27.751000+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:50:40.377628+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:50:40.388650+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:50:40.530982+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:50:41.595346+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:05.202397+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:30.189455+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:30.222304+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:30.245867+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:31.419492+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:32.358087+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:51:32.376038+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:53:13.517011+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:53:16.741591+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:53:16.805385+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:53:16.874246+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:53:18.303302+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:54:25.998021+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:54:28.542230+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:54:28.596066+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:54:28.634066+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:54:29.578990+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:55:29.024411+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:55:32.396581+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:55:32.406981+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:55:32.413413+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:55:33.946595+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:56:25.690681+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:57:40.535184+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:57:43.828315+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:57:43.950638+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:57:44.003302+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:57:45.479280+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:09.553442+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:58:09.667961+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:10.176057+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:10.241339+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:10.255990+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:10.318784+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:12.663066+00:00] ALERT for batch_id=77: Tomato batch #77: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:12.789005+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:13.232820+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:13.389260+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
